id,title,overview,genres_list,keywords_list,poster_path,popularity,vote_average,vote_count,emo_joy,emo_love,emo_sadness,emo_fear,emo_anger,emo_surprise,emo_disgust,final_emo_joy,final_emo_love,final_emo_sadness,final_emo_fear,final_emo_anger,final_emo_surprise,final_emo_disgust
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","['Adventure', 'Action', 'Science Fiction']","['sacrifice', 'magic', 'superhero', 'based on comic', 'space', 'battlefield', 'genocide', 'magical object', 'super power', 'superhero team', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic']",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,35.421,8.235,30899,0.14786354,0.13960582,0.1410771,0.13875411,0.14078094,0.14393072,0.14798777,0.14786353707313538,0.1396058201789856,0.14107710123062134,0.13875411450862885,0.14078094065189362,0.14393071830272675,0.14798776805400848
504056,Big Brother,"A soldier-turned-high school teacher uses unusual methods to reach to a class of poor students, while dealing with a greedy entrepreneur and his gang of fighters as well as the government.","['Action', 'Drama', 'Comedy']",[],/z6Y6uQn2fORr7o43EggQrTsp08o.jpg,30.0264,7.342,180,0.14609872,0.14329433,0.13937728,0.13914232,0.14136499,0.14176576,0.14895664,0.14609871151602066,0.14329432800586545,0.1393772748391058,0.13914231333990482,0.14136498534537914,0.141765752057772,0.14895663489595193
439079,The Nun,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.,['Horror'],"['rome, italy', 'nun', 'supernatural', 'exorcism', 'father', 'priest', 'spirit', 'demon', 'spin off', 'evil nun', 'demonic possession', 'romania', 'murder mystery', 'ancient evil', 'the conjuring universe']",/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,28.313,5.903,6896,0.14532183,0.14526585,0.14213012,0.13675755,0.14037482,0.14216045,0.14798935,0.1453218354380678,0.14526585177379403,0.14213012582451479,0.13675755669944156,0.1403748285882124,0.142160449688448,0.1479893519875214
337167,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","['Drama', 'Romance']","['based on novel or book', 'eroticism', 'sequel', 'bdsm']",/jjPJ4s3DWZZvI4vw8Xfi4Vqa1Q8.jpg,22.7689,6.688,8179,0.14470929,0.14409314,0.1400492,0.13808095,0.14245276,0.14291538,0.14769927,0.14470928907394412,0.1440931409597397,0.14004920423030856,0.1380809545516968,0.1424527615308762,0.14291538298130038,0.14769926667213443
324857,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.","['Animation', 'Action', 'Adventure', 'Science Fiction']","['superhero', 'based on comic', 'aftercreditsstinger', 'alternate universe']",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,22.4959,8.397,16395,0.14644828,0.14115871,0.14107683,0.13983692,0.14072162,0.14335181,0.1474057,0.14644830184558652,0.14115873171791216,0.14107684982739088,0.13983693895780314,0.14072163590450715,0.143351825279215,0.14740571646758516
260513,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.","['Action', 'Adventure', 'Animation', 'Family']","['married couple', 'superhero', 'cartoon', 'villain', 'sequel', 'parenting', 'family', 'super power', 'female villain', 'supervillain']",/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,21.2927,7.453,13226,0.1451878,0.14352119,0.14013201,0.13893554,0.14193115,0.14325961,0.14703271,0.14518779516220093,0.14352118968963623,0.14013200998306274,0.13893553614616394,0.14193114638328552,0.14325961470603943,0.1470327079296112
353081,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.","['Action', 'Adventure']","['mask', 'race against time', 'london, england', 'central intelligence agency (cia)', 'helicopter', 'paris, france', 'plutonium', 'chase', 'gun', 'spy', 'countdown', 'fake identity', 'stunt', 'fistfight', 'double agent', 'norway', 'sequel', 'infiltration', 'mi6', 'motorcycle', 'killer', 'bomb remote detonator', 'nuclear weapons', 'handgun', 'fictional government agency', 'hand to hand combat', 'motorcycle chase', 'government agency', 'kashmir', 'french police', 'helicopter chase', 'based on tv series', 'secret government agency', 'action', 'terrorist', 'cia']",/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,14.8369,7.442,8689,0.1465591,0.14205769,0.14144582,0.13937297,0.14136341,0.1425959,0.14660506,0.14655911087508997,0.14205769339461746,0.14144582188632288,0.1393729808646283,0.14136341846123718,0.14259590845983813,0.14660506605826615
351286,Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","['Action', 'Adventure', 'Science Fiction', 'Thriller']","['tyrannosaurus rex', 'volcano', 'rescue mission', 'sequel', 'wild animal', 'prehistoric creature', 'dinosaur', 'genetic engineering', 'aftercreditsstinger', 'monster island']",/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg,19.6095,6.54,12290,0.14603697,0.14372754,0.13974935,0.13920581,0.1407525,0.14307864,0.14744921,0.14603696545903436,0.1437275388281414,0.1397493460811772,0.1392058113335697,0.14075249223779898,0.1430786379713023,0.14744920808897602
335983,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","['Science Fiction', 'Action']","['spacecraft', 'san francisco, california', 'superhero', 'anti hero', 'alien life-form', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger', 'business tycoon', 'symbiote', 'genetic experiment', 'venom', ""sony's spider-man universe""]",/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,15.4785,6.828,16710,0.14728346,0.14081423,0.14067528,0.1392356,0.14036676,0.14332537,0.14829926,0.14728346905957068,0.14081423404259186,0.1406752807103181,0.13923560497866883,0.14036676705976628,0.14332537780181698,0.14829926634726723
336843,Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.","['Science Fiction', 'Action', 'Adventure', 'Thriller']","['based on novel or book', 'fight', 'maze', 'post-apocalyptic future', 'imprisonment', 'terminal illness', 'mad scientist', 'trial', 'sequel', 'survival', 'murder', 'zombie', 'doctor', 'battle', 'vaccine', 'scientist', 'killer', 'desert', 'labyrinth', 'combat', 'illness', 'cure', 'zombie apocalypse', 'runner', 'universal cure', 'based on young adult novel']",/drbERzlA4cuRWhsTXfFOY4mRR4f.jpg,17.2566,7.097,8076,0.1465844,0.14110681,0.141603,0.13789715,0.1401308,0.14447118,0.14820668,0.1465844021265387,0.14110680994073124,0.14160298879137667,0.1378971446187155,0.14013079881278281,0.14447117911365095,0.14820667659620415
333339,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.","['Adventure', 'Action', 'Science Fiction']","['future', 'based on novel or book', 'video game', 'virtual reality', 'dystopia', 'nostalgia', 'love', 'film in film', 'evil corporation', 'quest', '1980s', '2040s', 'based on young adult novel', 'columbus, ohio', 'inspirational', 'vrmmo']",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,14.2761,7.585,16206,0.14684814,0.14408013,0.14091697,0.13650867,0.14066233,0.14197108,0.1490127,0.14684813777064867,0.14408012795209504,0.14091696915277932,0.13650866936121375,0.1406623232167267,0.14197107726421723,0.14901269528231934
420634,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,"['Horror', 'Thriller']","['halloween', 'clown', 'gore', 'slasher', 'maniac', 'killer clown', 'evil clown', 'based on short', 'independent film', 'sinister']",/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,11.9905,6.346,2758,0.1452933,0.14346814,0.14019048,0.13953768,0.14034313,0.14274997,0.14841731,0.14529329538345337,0.14346814155578613,0.1401904821395874,0.13953767716884613,0.14034312963485718,0.14274996519088745,0.14841730892658234
455236,Accident Man,"Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by his own crew, Fallon is forced to avenge the one person who actually meant something to him.","['Action', 'Crime', 'Thriller']",['based on comic'],/bHFKej3Dbr8kGRSRHpkoFHq9TJQ.jpg,12.3644,6.226,538,0.14489983,0.14321014,0.1397241,0.13842574,0.14039728,0.14389545,0.14944747,0.14489982806295412,0.14321014071687846,0.13972410351449097,0.13842573555669582,0.14039727836255314,0.14389544510997168,0.14944746867645578
345887,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.","['Action', 'Thriller', 'Crime']","['drug dealer', 'martial arts', 'central intelligence agency (cia)', 'rape', 'kidnapping', 'hostage', 'hurricane', 'sequel', 'revenge', 'murder', 'gang', 'massacre', 'aggressive', 'elite forces', 'vigilante justice', 'suspenseful', 'commanding', 'exhilarated', 'frightened']",/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,11.6242,6.8,5635,0.14653002,0.14398776,0.14023262,0.13848087,0.14007023,0.14339072,0.14730775,0.14653002162367168,0.14398776423894655,0.14023262680270152,0.13848087604286896,0.1400702339431713,0.14339071939559933,0.1473077579530405
383498,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"['Action', 'Comedy', 'Adventure']","['hero', 'superhero', 'mutant', 'mercenary', 'based on comic', 'sequel', 'breaking the fourth wall', 'aftercreditsstinger', 'duringcreditsstinger', 'joyful']",/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,13.1614,7.489,18573,0.14746134,0.14145486,0.1400891,0.14196688,0.13825786,0.14269276,0.14807718,0.14746134422604276,0.14145486478373007,0.14008909881380496,0.14196688359877122,0.13825786525779563,0.14269276388564003,0.14807717943421542
490132,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","['Drama', 'History']","['friendship', 'southern usa', 'road trip', 'racism', 'pianist', 'driver', 'lgbt', 'road movie', 'music tour', '1960s', 'roadtrip', 'gay theme', 'feel good', 'wry']",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,12.0365,8.226,12211,0.14351325,0.14369328,0.14109343,0.14099371,0.14058761,0.14390896,0.14620973,0.14351324950923397,0.1436932853414608,0.14109343500574584,0.14099371643355066,0.14058761508148337,0.1439089647517944,0.14620973387673103
427641,Rampage,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.","['Action', 'Adventure', 'Science Fiction']","['monster', 'wolf', 'mutation', 'gorilla', 'giant monster', 'lizard', 'giant lizard', 'creature', 'based on video game', 'giant animal', 'mutant animal', 'kaiju', 'albino', 'giant', 'rat', 'genetic experiment', 'destroyed city', 'giant gorilla', 'animal monster']",/MGADip4thVSErP34FAAfzFBTZ5.jpg,13.2018,6.457,7256,0.14633068,0.14250903,0.14174648,0.13881016,0.14064644,0.14221743,0.14773977,0.14633068660394377,0.14250903043909416,0.1417464784047973,0.13881015984431147,0.1406464448667533,0.14221742961134656,0.1477397702297534
493922,Hereditary,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.","['Horror', 'Mystery', 'Thriller']","['daughter', 'funeral', 'loss of loved one', 'ritual', 'supernatural', 'affectation', 'possession', 'cult', 'dysfunctional family', 'murder', 'family drama', 'fear', 'demon', 'attic', 'evil', 'ritual murder', 'demonic possession', 'satanic ritual', 'dollhouse', 'satanic cult', 'séance', 'matriarch', 'miniatures', 'anxious', 'coven', 'didactic', 'cheerful']",/4GFPuL14eXi66V96xBWY73Y9PfR.jpg,12.9319,7.292,8089,0.14549994,0.1439742,0.14084505,0.13704565,0.14168543,0.14389808,0.14705166,0.14549994251877155,0.14397419774570766,0.14084504334859485,0.1370456496321313,0.14168542412392163,0.1438980826154637,0.14705166001540929
346910,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.","['Science Fiction', 'Action', 'Thriller']","['predator', 'sequel', 'alien', 'creature', 'alien invasion', 'military', 'aggressive', 'intense']",/a3eWGF6YPF7No5Rbtjc8QpDvz7l.jpg,12.2531,5.627,4874,0.14749071,0.14177531,0.14174064,0.1380988,0.1397649,0.14225,0.14887968,0.14749070342671705,0.1417753037016703,0.14174062870112228,0.13809879996930954,0.13976489872791323,0.14224999507144112,0.1488796704018263
424694,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.","['Music', 'Drama']","['london, england', 'aids', 'musician', '1970s', 'biography', 'based on true story', 'singer', 'hiv', 'male homosexuality', 'fame', 'rock band', 'lgbt', '1980s', 'wonder', 'gay theme']",/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,9.848,7.969,17270,0.14479618,0.14417201,0.14206344,0.14173268,0.14188546,0.14072332,0.14462693,0.1447961755872343,0.14417201065760837,0.14206343677545433,0.14173267570536324,0.14188545730880714,0.14072331576461622,0.14462692820091655
345940,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.","['Action', 'Science Fiction', 'Horror']","['beach', 'based on novel or book', 'deep sea', 'underwater', 'shark', 'oceanic expedition', 'kaiju', 'animal horror', 'underwater facility', 'mariana trench', 'amused', 'antagonistic', 'frightened']",/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,13.7336,6.2,7909,0.1450495,0.14535351,0.13941963,0.14002821,0.13988908,0.14235634,0.14790379,0.14504949100094328,0.1453535044780297,0.1394196239373256,0.14002820223443796,0.1398890700985907,0.14235632975296691,0.14790377849770583
428078,Mortal Engines,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.","['Adventure', 'Science Fiction']","['based on novel or book', 'dystopia', 'post-apocalyptic future', 'revenge', 'wasteland', 'steampunk', 'futuristic vehicle', 'based on young adult novel']",/gLhYg9NIvIPKVRTtvzCWnp1qJWG.jpg,8.902,6.211,4878,0.14737655,0.14253193,0.14069572,0.14042792,0.13878362,0.14159994,0.14858434,0.1473765500280775,0.14253192927640781,0.1406957188144964,0.14042791514951117,0.13878361673975562,0.1415999361634264,0.14858433382832506
338970,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.","['Action', 'Adventure', 'Fantasy']","['island', 'treasure hunt', 'remake', 'female protagonist', 'heiress', 'based on video game', 'bicycle courier', 'missing person', 'reboot', 'peril', 'slave labor', 'father daughter relationship']",/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,12.1138,6.365,8059,0.14697811,0.14398067,0.1403213,0.13748167,0.13707873,0.14507368,0.14908583,0.14697811007499695,0.14398066699504852,0.1403212994337082,0.1374816745519638,0.13707873225212097,0.14507368206977844,0.14908583462238312
284054,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","['Action', 'Adventure', 'Science Fiction']","['africa', 'superhero', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,13.6839,7.37,22777,0.147668,0.14155595,0.14164329,0.13817686,0.14067067,0.14397606,0.14630917,0.1476680040359497,0.14155595004558563,0.14164328575134277,0.13817685842514038,0.14067067205905914,0.14397606253623962,0.14630916714668274
480530,Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.","['Drama', 'Action']","['sports', 'rivalry', 'sequel', 'los angeles, california', 'boxing', 'dedicated', 'box ring', 'ukraine']",/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,11.2685,7.0,5587,0.14495401,0.14366199,0.13997339,0.13910325,0.1427723,0.1423613,0.14717372,0.14495401732418017,0.14366199718394862,0.13997339337945253,0.13910325493380074,0.14277230841393657,0.14236130456751456,0.14717372419716673
400155,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.","['Animation', 'Comedy', 'Family', 'Fantasy']","['monster', 'vampire', 'vacation', 'cruise ship', 'summer vacation', 'dracula']",/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg,11.7315,6.849,4560,0.14621924,0.14505294,0.14120778,0.13961098,0.13859098,0.1436513,0.14566676,0.1462192408177143,0.14505294181485384,0.14120778651845134,0.13961097806112432,0.13859097866104508,0.14365130876975218,0.1456667653570587
360920,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,"['Family', 'Comedy', 'Animation']","['holiday', 'surrealism', 'remake', ""based on children's book"", 'christmas', 'illumination']",/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,10.8927,6.9,4228,0.14540997,0.14416422,0.14127314,0.13943838,0.14041503,0.14279988,0.14649935,0.14540997580915618,0.144164223795063,0.14127314511755543,0.13943837998623787,0.14041503192231153,0.14279988833665513,0.14649935503302083
400535,Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"['Action', 'Crime', 'Thriller']","['rescue', 'central intelligence agency (cia)', 'corruption', 'usa–mexico border', 'sequel', 'shootout', 'explosion', 'brutality', 'drugs', 'sign languages', 'aggressive', 'cartel', 'neo-noir', 'mexican cartel', 'intense', 'enraged']",/qcLYofEhNh51Sk1jUWjmKHLzkqw.jpg,12.3548,6.937,3809,0.14658022,0.14141753,0.13969852,0.1404551,0.14158288,0.1430954,0.14717036,0.14658021708458338,0.14141753105197055,0.13969851822110238,0.14045509486712374,0.14158287433411368,0.14309540177739558,0.14717036266371067
447200,Skyscraper,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.","['Action', 'Thriller', 'Adventure']","['fire', 'china', 'skyscraper', 'hong kong', 'high tech', 'security system', 'pearl', 'penthouse', ""world's tallest building"", 'trapped in burning building']",/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,10.3191,6.32,5145,0.14583346,0.14471729,0.13943943,0.1380401,0.14054321,0.14310926,0.14831734,0.14583344943820392,0.14471727805877224,0.13943942134623932,0.13804008322595807,0.14054319496066614,0.14310924919462956,0.1483173237755307
402900,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.","['Crime', 'Comedy', 'Action']","['new york city', 'heist', 'spin off', 'estranged sister', 'the met gala', 'amused', 'cliché']",/MvYpKlpFukTivnlBhizGbkAe3v.jpg,9.3177,6.967,8503,0.14634131,0.14317292,0.14088911,0.14072657,0.13827972,0.14299087,0.14759947,0.14634131331268888,0.14317292401709925,0.1408891123798225,0.1407265705086759,0.13827972526191848,0.1429908765253686,0.14759947799442644
518963,Believer,"After a traumatic event, a drug trafficker turns sides and conspires with a dangerously ambitious undercover police officer to bring down the mysterious kingpin of a major drug cartel.","['Crime', 'Action', 'Thriller']","['drug dealer', 'remake', 'drug cartel', 'undercover cop', 'criminal mastermind', 'kingpin', 'master villain', 'mysterious past', 'drug manufacturing']",/8mXEq5vomTKsR5YTQIgLj1b2phZ.jpg,6.7302,7.2,170,0.14634442,0.14292645,0.13928781,0.13933201,0.14170529,0.14255108,0.14785293,0.14634442329406738,0.14292645454406738,0.1392878144979477,0.13933201134204865,0.14170528948307037,0.14255107939243317,0.14785292744636536
447332,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,"['Horror', 'Drama', 'Science Fiction']","['pregnancy', 'fireworks', 'deaf', 'post-apocalyptic future', 'alien life-form', 'child in peril', 'creature', 'alien invasion', 'parenting', 'survival horror', 'human vs alien', 'sign languages']",/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,11.4054,7.396,14738,0.14480576,0.14483203,0.14044037,0.13785756,0.14179517,0.14174318,0.148526,0.14480574840264407,0.1448320191478715,0.1404403641491857,0.13785754607189105,0.14179516272282877,0.14174317257529703,0.14852598693028188
404368,Ralph Breaks the Internet,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.","['Family', 'Animation', 'Comedy', 'Adventure']","['video game', 'cartoon', 'sequel', 'internet', 'lethal virus', 'aftercreditsstinger', 'duringcreditsstinger', 'online gaming', 'admiring']",/iVCrhBcpDaHGvv7CLYbK6PuXZo1.jpg,12.0964,7.2,7810,0.14599036,0.14348207,0.141101,0.13865505,0.1416196,0.14162628,0.14752562,0.14599035897836624,0.14348207627955195,0.14110100479574508,0.13865505365513345,0.141619595015341,0.14162628563681673,0.14752562563904562
401981,Red Sparrow,"Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.","['Thriller', 'Mystery']","['central intelligence agency (cia)', 'sexual abuse', 'budapest, hungary', 'based on novel or book', 'self sacrifice', 'spy', 'patriotism', 'seduction', 'training', 'double agent', 'chechnya', 'hospital', 'torture', 'mole', 'female spy', 'mortal danger', 'deceit', 'uncle niece relationship', 'american embassy', 'moscow, russia', 'russian spy', 'spy thriller', 'bolshoi ballet', 'ballet performance', 'secret code', 'prima ballerina', 'mother daughter relationship', 'theatre', 'asset', 'home health aide', 'secret meeting', 'gorky park', 'intense', 'audacious']",/vLCogyfQGxVLDC1gqUdNAIkc29L.jpg,8.3727,6.534,6148,0.14510791,0.143019,0.14224476,0.1391926,0.14071344,0.14181513,0.14790711,0.14510791868614664,0.1430190141808399,0.1422447647002199,0.13919260437444472,0.1407134467788605,0.14181513439507093,0.14790711688441735
424783,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.","['Action', 'Adventure', 'Science Fiction']","['technology', 'based on toy', 'robot', 'spin off', 'duringcreditsstinger', '1980s', 'adoring']",/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg,8.4029,6.717,6363,0.14521752,0.14357497,0.14186908,0.13843045,0.13981962,0.14326322,0.14782517,0.14521751865096336,0.14357496370151748,0.14186907881888514,0.13843044226078863,0.13981961787284558,0.1432632165174718,0.14782516217752809
399035,The Commuter,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.","['Action', 'Thriller', 'Mystery']","['conspiracy', 'train']",/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg,8.3004,6.366,4468,0.1460438,0.1441085,0.13950646,0.13899866,0.1415636,0.14194097,0.147838,0.14604380944436507,0.14410850620431465,0.1395064613149533,0.1389986595362225,0.14156359645074004,0.14194096836359751,0.147837998685807
268896,Pacific Rim: Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.","['Action', 'Fantasy', 'Science Fiction', 'Adventure']","['mind control', 'race against time', 'japan', 'army', 'monster', 'artificial intelligence (a.i.)', 'saving the world', 'cadet', 'military officer', 'evacuation', 'giant monster', 'duty', 'military base', 'damage', 'dormitory', 'mad scientist', 'portal', 'rivalry', 'sequel', 'alien', 'coming of age', 'futuristic', 'mecha', 'giant robot', 'mind reading', 'creature', 'robot', 'scientist', 'criminal', 'one against many', 'combat', 'blizzard', 'female fighter', 'kaiju', 'wisecrack humor', 'transforming robot', 'alien monster', 'teenage hero', 'mental link', 'mass destruction', 'humanoid robot', 'robot suits', 'female warrior', 'aircraft', 'laser beam', 'mass evacuation', 'mount fuji, japan', 'computer hacker', 'tokyo', 'disapproving']",/nFWhttU8PM50t25NPdy7PE7rv3G.jpg,10.8759,6.131,5125,0.14695193,0.13917008,0.14246066,0.13931899,0.14112426,0.14273952,0.14823453,0.14695193311428825,0.13917008457094684,0.14246066339196753,0.13931899187919475,0.1411242676116308,0.14273952373085988,0.14823453570111203
363088,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.","['Action', 'Adventure', 'Science Fiction']","['van', 'dreams', 'insect', 'flying', 'chase', 'fight', 'superhero', 'ant', 'nuclear missile', 'shrinking', 'based on comic', 'giant insect', 'sequel', 'flashback', 'house arrest', 'alternate dimension', 'tragic villain', 'laboratory', 'fugitive', 'school', 'miniaturization', 'montage', 'toy car', 'giant man', 'female villain', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'giant', 'action hero', 'father daughter relationship', 'mother daughter relationship']",/cFQEO687n1K6umXbInzocxcnAQz.jpg,11.0961,6.913,13713,0.14678009,0.14233676,0.14114419,0.13974372,0.13967094,0.14230552,0.1480188,0.1467800863566982,0.14233675386999917,0.1411441841551038,0.13974371344232986,0.1396709361721436,0.14230552103660227,0.14801880496712322
